zhAddress,zhLink,zhName,zhNum,zhTime,zhType
北京,position_detail.php?id=32661&keywords=&tid=0&lid=0,AQ-安全责任经理（北京）,1,2019-01-30,职能类
深圳,position_detail.php?id=32408&keywords=&tid=0&lid=0,XZ-高管秘书（深圳）,1,2019-01-30,职能类
广州,position_detail.php?id=33471&keywords=&tid=0&lid=0,WXG01-122 微信数据挖掘高级工程师（广州）,1,2019-01-30,技术类
深圳,position_detail.php?id=33269&keywords=&tid=0&lid=0,30620-腾讯社交广告流量生态平台合作运营经理（微信广告 深圳）,1,2019-01-30,产品/项目类
深圳,position_detail.php?id=33270&keywords=&tid=0&lid=0,30620-腾讯社交广告房产家装行业运营经理（微信广告 深圳）,1,2019-01-30,产品/项目类
北京,position_detail.php?id=33278&keywords=&tid=0&lid=0,30625--腾讯广告KA游戏行业运营经理,2,2019-01-30,产品/项目类
深圳,position_detail.php?id=33077&keywords=&tid=0&lid=0,CSIG07-数据安全研究（深圳）,2,2019-01-30,技术类
北京,position_detail.php?id=33083&keywords=&tid=0&lid=0,WXG08-113 微信自然语言处理系统后台开发工程师（北京）,2,2019-01-30,技术类
北京,position_detail.php?id=33179&keywords=&tid=0&lid=0,TEG11-推荐系统算法研发工程师（北京）,1,2019-01-30,技术类
上海,position_detail.php?id=33202&keywords=&tid=0&lid=0,15573-手游客户端开发工程师（上海）,1,2019-01-30,技术类
深圳,position_detail.php?id=32975&keywords=&tid=0&lid=0,21226-Overseas Game Publishing Producer（ShenZhen）,2,2019-01-30,产品/项目类
北京,position_detail.php?id=33243&keywords=&tid=0&lid=0,19822-影视制片人（北京）,2,2019-01-30,产品/项目类
深圳,position_detail.php?id=34131&keywords=&tid=0&lid=0,22989-腾讯云存储产品运营（深圳/北京）,2,2019-01-30,产品/项目类
北京,position_detail.php?id=33934&keywords=&tid=0&lid=0,30628-腾讯广告开放平台PHP高级开发工程师（北京）,1,2019-01-30,技术类
广州,position_detail.php?id=34035&keywords=&tid=0&lid=0,WXG01-微信客户端业务开发工程师-开放平台业务方向（广州）,3,2019-01-30,技术类
北京,position_detail.php?id=33599&keywords=&tid=0&lid=0,CSIG16-自动驾驶融合感知(北京),1,2019-01-30,技术类
北京,position_detail.php?id=33600&keywords=&tid=0&lid=0,CSIG16-高精度地图采集系统开发工程师（北京）,1,2019-01-30,技术类
深圳,position_detail.php?id=33611&keywords=&tid=0&lid=0,CSIG18-安全合规服务管理（深圳）,1,2019-01-30,技术类
深圳,position_detail.php?id=33879&keywords=&tid=0&lid=0,WXG02-154 微信游戏系统测试工程师（深圳）,1,2019-01-30,技术类
深圳,position_detail.php?id=33731&keywords=&tid=0&lid=0,23294-电竞明星经纪（深圳）,1,2019-01-30,市场类
北京,position_detail.php?id=33592&keywords=&tid=0&lid=0,CSIG16-自动驾驶产品经理(北京),1,2019-01-30,产品/项目类
广州,position_detail.php?id=33448&keywords=&tid=0&lid=0,WXG01-122 微信数据科学家（广州）,2,2019-01-30,技术类
深圳,position_detail.php?id=34810&keywords=&tid=0&lid=0,30620-腾讯社交广告基础平台开发工程师（微信广告 深圳）,1,2019-01-30,技术类
深圳,position_detail.php?id=34584&keywords=&tid=0&lid=0,15611-航海王IP动作游戏3D特效设计师（深圳）,3,2019-01-30,设计类
成都,position_detail.php?id=34623&keywords=&tid=0&lid=0,15575-《王者荣耀》高级UI设计师（成都）,1,2019-01-30,设计类
深圳,position_detail.php?id=34634&keywords=&tid=0&lid=0,HY-研发外包管理项目经理,1,2019-01-30,职能类
深圳,position_detail.php?id=34408&keywords=&tid=0&lid=0,27193-互娱前端开发工程师,1,2019-01-30,技术类
深圳,position_detail.php?id=34412&keywords=&tid=0&lid=0,28601-114 微信支付行业应用开发工程师（深圳）,1,2019-01-30,技术类
深圳,position_detail.php?id=34236&keywords=&tid=0&lid=0,TEG15-结算平台高级开发工程师（深圳）,1,2019-01-30,技术类
北京,position_detail.php?id=34109&keywords=&tid=0&lid=0,CSIG16-地图众包计算机视觉高级算法工程师,1,2019-01-30,技术类
北京,position_detail.php?id=34110&keywords=&tid=0&lid=0,CSIG16-地图众包Web前端开发,1,2019-01-30,技术类
北京,position_detail.php?id=34122&keywords=&tid=0&lid=0,AQ-内容安全系统验证经理,1,2019-01-30,职能类
深圳,position_detail.php?id=35255&keywords=&tid=0&lid=0,30620-腾讯社交广告web前端高级开发工程师(微信广告 深圳）,1,2019-01-30,技术类
深圳,position_detail.php?id=35023&keywords=&tid=0&lid=0,TEG05-高级安全分析运营工程师（深圳）,2,2019-01-30,技术类
深圳,position_detail.php?id=35024&keywords=&tid=0&lid=0,TEG05-高级后台研发工程师（深圳）,1,2019-01-30,技术类
深圳,position_detail.php?id=35037&keywords=&tid=0&lid=0,TEG05-高级后台研发工程师（深圳）,1,2019-01-30,技术类
深圳,position_detail.php?id=35049&keywords=&tid=0&lid=0,CSIG18-云安全产品经理（深圳）,1,2019-01-30,产品/项目类
上海,position_detail.php?id=34880&keywords=&tid=0&lid=0,21062-游戏引擎渲染工程师（上海）,1,2019-01-30,技术类
深圳,position_detail.php?id=34656&keywords=&tid=0&lid=0,16810-动漫产品运营经理（深圳）,1,2019-01-30,产品/项目类
上海,position_detail.php?id=34931&keywords=&tid=0&lid=0,15573-MMORPG手游3D动画设计师（上海）,2,2019-01-30,设计类
深圳,position_detail.php?id=34977&keywords=&tid=0&lid=0,TEG05-高级前台开发工程师（深圳）,1,2019-01-30,技术类
深圳,position_detail.php?id=35007&keywords=&tid=0&lid=0,TEG14-交易型业务后台开发工程师（深圳）,3,2019-01-30,技术类
深圳,position_detail.php?id=35892&keywords=&tid=0&lid=0,TEG09-视频编转码高级工程师（深圳/北京）,3,2019-01-30,技术类
深圳,position_detail.php?id=35724&keywords=&tid=0&lid=0,15612-游戏客户端研发工程师(深圳),1,2019-01-30,技术类
深圳,position_detail.php?id=35352&keywords=&tid=0&lid=0,24491-王者荣耀全球版 商业化运营（皮肤方向）（深圳）,1,2019-01-30,产品/项目类
深圳,position_detail.php?id=35353&keywords=&tid=0&lid=0,24491-王者荣耀全球版 数据分析师（深圳）,1,2019-01-30,产品/项目类
深圳,position_detail.php?id=35683&keywords=&tid=0&lid=0,15611-航海王IP动作游戏3D动画设计师（深圳）,4,2019-01-30,设计类
广州,position_detail.php?id=35297&keywords=&tid=0&lid=0,WXG08-113 微信小程序搜索后台工程师（广州）,5,2019-01-30,技术类
北京,position_detail.php?id=35556&keywords=&tid=0&lid=0,CSIG16-手图应用开发工程师,1,2019-01-30,技术类
深圳,position_detail.php?id=35570&keywords=&tid=0&lid=0,TEG02-Web前端开发工程师（深圳）,1,2019-01-30,技术类
深圳,position_detail.php?id=35128&keywords=&tid=0&lid=0,28603-143 微信支付后台策略安全工程师（深圳）,1,2019-01-30,技术类
深圳,position_detail.php?id=35191&keywords=&tid=0&lid=0,28603-141 微信支付应用运维安全工程师（深圳）,1,2019-01-30,技术类
深圳,position_detail.php?id=36592&keywords=&tid=0&lid=0,25923-数据分析师（深圳）,1,2019-01-30,技术类
深圳,position_detail.php?id=36593&keywords=&tid=0&lid=0,25923-机器学习平台研发工程师（深圳）,2,2019-01-30,技术类
深圳,position_detail.php?id=36488&keywords=&tid=0&lid=0,20503-计算机视觉高级研究员（深圳）,1,2019-01-30,技术类
北京,position_detail.php?id=36510&keywords=&tid=0&lid=0,CSIG16-手图运营开发工程师（北京）,1,2019-01-30,技术类
深圳,position_detail.php?id=36534&keywords=&tid=0&lid=0,HY6-内容营销经理（深圳）,1,2019-01-30,市场类
北京,position_detail.php?id=36562&keywords=&tid=0&lid=0,PCG19-腾讯视频大数据高级工程师（北京）,1,2019-01-30,技术类
北京,position_detail.php?id=36566&keywords=&tid=0&lid=0,PCG19-腾讯视频自然语言处理高级工程师（北京）,2,2019-01-30,技术类
深圳,position_detail.php?id=36567&keywords=&tid=0&lid=0,22850-页面重构前端开发,1,2019-01-30,技术类
上海,position_detail.php?id=36407&keywords=&tid=0&lid=0,15573-MMORPG资深手游关卡设计师（上海）,2,2019-01-30,产品/项目类
深圳,position_detail.php?id=36455&keywords=&tid=0&lid=0,AQ-生态安全高级经理,1,2019-01-30,职能类
广州,position_detail.php?id=35956&keywords=&tid=0&lid=0,ZL-商业分析分析师/经理(广州或深圳),2,2019-01-30,市场类
北京,position_detail.php?id=35958&keywords=&tid=0&lid=0,23486-后台开发高级工程师（北京）,1,2019-01-30,技术类
北京,position_detail.php?id=36220&keywords=&tid=0&lid=0,CSIG16-自动驾驶计算机视觉算法工程师（北京),1,2019-01-30,技术类
北京,position_detail.php?id=36223&keywords=&tid=0&lid=0,CSIG16-自动驾驶云平台高级后台开发工程师(北京),1,2019-01-30,技术类
深圳,position_detail.php?id=35989&keywords=&tid=0&lid=0,CS-腾讯公益运营合作,1,2019-01-30,产品/项目类
深圳,position_detail.php?id=36015&keywords=&tid=0&lid=0,TEG15-区块链后台开发工程师（深圳）,1,2019-01-30,技术类
深圳,position_detail.php?id=35841&keywords=&tid=0&lid=0,23292-互娱内容运营经理（深圳）,1,2019-01-30,内容编辑类
北京,position_detail.php?id=35845&keywords=&tid=0&lid=0,CSIG16-车联网架构师（北京）,1,2019-01-30,技术类
北京,position_detail.php?id=35847&keywords=&tid=0&lid=0,CSIG16-车联网搜索推荐算法工程师（北京）,1,2019-01-30,技术类
深圳,position_detail.php?id=35879&keywords=&tid=0&lid=0,HY6-产品运营经理（深圳）,1,2019-01-30,产品/项目类
上海,position_detail.php?id=36474&keywords=&tid=0&lid=0,25928-次世代3D特效师（上海）,1,2019-01-30,设计类
上海,position_detail.php?id=36475&keywords=&tid=0&lid=0,25928-次世代3D角色美术(上海）,1,2019-01-30,设计类
北京,position_detail.php?id=36339&keywords=&tid=0&lid=0,WXG08-122 微信推荐机器学习算法工程师（北京）,2,2019-01-30,技术类
北京,position_detail.php?id=36340&keywords=&tid=0&lid=0,WXG08-121 微信模式识别自然语言处理算法工程师（北京）,1,2019-01-30,技术类
深圳,position_detail.php?id=36267&keywords=&tid=0&lid=0,30621-腾讯社交广告Web前端开发工程师（新闻视频广告 深圳）,2,2019-01-30,技术类
深圳,position_detail.php?id=36298&keywords=&tid=0&lid=0,30621-腾讯社交广告算法工程师（新闻视频广告 深圳）,1,2019-01-30,技术类
深圳,position_detail.php?id=36303&keywords=&tid=0&lid=0,18428-财付通基础交易开发工程师（深圳）,1,2019-01-30,技术类
深圳,position_detail.php?id=36323&keywords=&tid=0&lid=0,14914-品牌合作经理（深圳）,1,2019-01-30,市场类
深圳,position_detail.php?id=37157&keywords=&tid=0&lid=0,CB-绩效经理（深圳）,1,2019-01-30,职能类
广州,position_detail.php?id=37000&keywords=&tid=0&lid=0,WXG02-116 微信专项测试工程师（广州）,2,2019-01-30,技术类
深圳,position_detail.php?id=37095&keywords=&tid=0&lid=0,18434-交互设计师 (深圳),1,2019-01-30,设计类
深圳,position_detail.php?id=37102&keywords=&tid=0&lid=0,30621-腾讯社交广告应用开发工程师（新闻视频广告 深圳）,2,2019-01-30,技术类
深圳,position_detail.php?id=36915&keywords=&tid=0&lid=0,23294-互娱赛事运营经理（深圳）,1,2019-01-30,市场类
上海,position_detail.php?id=36925&keywords=&tid=0&lid=0,30627-腾讯广告战略合作伙伴拓展经理（上海）,2,2019-01-30,市场类
广州,position_detail.php?id=36943&keywords=&tid=0&lid=0,WXG02-143 微信后台策略安全工程师(广州),2,2019-01-30,技术类
深圳,position_detail.php?id=36950&keywords=&tid=0&lid=0,15571-后台开发工程师（深圳）,1,2019-01-30,技术类
深圳,position_detail.php?id=36976&keywords=&tid=0&lid=0,TEG09-云存储高级研发工程师（深圳/北京）,2,2019-01-30,技术类
深圳,position_detail.php?id=36991&keywords=&tid=0&lid=0,TEG14-系统测试工程师(深圳),2,2019-01-30,技术类
深圳,position_detail.php?id=36893&keywords=&tid=0&lid=0,19511-腾讯游戏业务流程经理（深圳）,2,2019-01-30,职能类
上海,position_detail.php?id=36783&keywords=&tid=0&lid=0,25666-互联网商务拓展（上海）,2,2019-01-30,市场类
广州,position_detail.php?id=36819&keywords=&tid=0&lid=0,WXG03-113 小程序后台开发工程师（广州）,4,2019-01-30,技术类
广州,position_detail.php?id=36821&keywords=&tid=0&lid=0,WXG03-115 小程序基础库前端开发工程师,1,2019-01-30,技术类
北京,position_detail.php?id=36835&keywords=&tid=0&lid=0,27647-剧本编审（北京）,1,2019-01-30,产品/项目类
深圳,position_detail.php?id=36854&keywords=&tid=0&lid=0,26699-智慧零售运营行销经理（深圳）,3,2019-01-30,产品/项目类
北京,position_detail.php?id=36733&keywords=&tid=0&lid=0,23671-企鹅号后台开发工程师（北京）,1,2019-01-30,技术类
广州,position_detail.php?id=36772&keywords=&tid=0&lid=0,WXG02-113 微信通话后台开发工程师（广州/深圳）,1,2019-01-30,技术类
深圳,position_detail.php?id=36569&keywords=&tid=0&lid=0,22850-腾讯视频VIP后台开发,1,2019-01-30,技术类
深圳,position_detail.php?id=36574&keywords=&tid=0&lid=0,22850-腾讯视频VIP 渠道营销工具产品经理（深圳）,1,2019-01-30,产品/项目类
北京,position_detail.php?id=37527&keywords=&tid=0&lid=0,15612-手游后台开发（北京）,3,2019-01-30,技术类
深圳,position_detail.php?id=37344&keywords=&tid=0&lid=0,20503-高性能计算软件架构开发工程师（深圳）,1,2019-01-30,技术类
深圳,position_detail.php?id=37230&keywords=&tid=0&lid=0,HY-高管秘书（深圳）,1,2019-01-30,职能类
上海,position_detail.php?id=37239&keywords=&tid=0&lid=0,HGJ-senior legal counsel(MA),1,2019-01-30,职能类
深圳,position_detail.php?id=37286&keywords=&tid=0&lid=0,CSIG02-腾讯云教育行业方案架构师（深圳/北京）,6,2019-01-30,技术类
深圳,position_detail.php?id=37319&keywords=&tid=0&lid=0,HY6-推广策划经理-电竞方向（深圳）,1,2019-01-30,市场类
北京,position_detail.php?id=37324&keywords=&tid=0&lid=0,22989-云存储资深研发工程师（北京）,5,2019-01-30,技术类
深圳,position_detail.php?id=37341&keywords=&tid=0&lid=0,20503-计算机视觉高级研究员（深圳）,1,2019-01-30,技术类
北京,position_detail.php?id=37140&keywords=&tid=0&lid=0,22989-腾讯云大数据产品研发专家（北京）,3,2019-01-30,技术类
北京,position_detail.php?id=37141&keywords=&tid=0&lid=0,22989-腾讯云大数据产品研发工程师（北京）,6,2019-01-30,技术类
深圳,position_detail.php?id=37606&keywords=&tid=0&lid=0,25923-移动游戏运维工程师（深圳）,1,2019-01-30,技术类
深圳,position_detail.php?id=37609&keywords=&tid=0&lid=0,TEG15-java开发高级工程师（深圳）,1,2019-01-30,技术类
成都,position_detail.php?id=37627&keywords=&tid=0&lid=0,20016-《王者荣耀》高级测试开发工程师（成都）,1,2019-01-30,技术类
上海,position_detail.php?id=37628&keywords=&tid=0&lid=0,21229-欧美代理游戏海外PM（上海）,1,2019-01-30,产品/项目类
上海,position_detail.php?id=37629&keywords=&tid=0&lid=0,21229-欧美代理游戏运营（上海）,1,2019-01-30,产品/项目类
深圳,position_detail.php?id=37419&keywords=&tid=0&lid=0,25663-游戏行业运营经理（深圳）,1,2019-01-30,产品/项目类
深圳,position_detail.php?id=37440&keywords=&tid=0&lid=0,30621-腾讯社交广告策略产品经理（新闻视频广告 深圳）,2,2019-01-30,产品/项目类
上海,position_detail.php?id=37475&keywords=&tid=0&lid=0,15573-手游服务器开发工程师（上海）,1,2019-01-30,技术类
上海,position_detail.php?id=37479&keywords=&tid=0&lid=0,21229-游戏测试工程师（上海）,1,2019-01-30,技术类
深圳,position_detail.php?id=37496&keywords=&tid=0&lid=0,22989-腾讯云设计中心-交互设计师（深圳）,1,2019-01-30,设计类
香港,position_detail.php?id=37905&keywords=&tid=0&lid=0,S2-海外税务管理专家,2,2019-01-30,职能类
广州,position_detail.php?id=37819&keywords=&tid=0&lid=0,WXG02-116 微信终端测试开发工程师（广州）,2,2019-01-30,技术类
广州,position_detail.php?id=37836&keywords=&tid=0&lid=0,WXG02-116 微信小游戏专项测试工程师（广州/深圳）,1,2019-01-30,技术类
北京,position_detail.php?id=37863&keywords=&tid=0&lid=0,WXG08-122 微信推荐数据挖掘算法工程师（北京）,2,2019-01-30,技术类
广州,position_detail.php?id=37700&keywords=&tid=0&lid=0,WXG01-117 微信iOS客户端创新业务开发工程师 - 小程序开发（广州）,1,2019-01-30,技术类
深圳,position_detail.php?id=37718&keywords=&tid=0&lid=0,22850-腾讯视频VIP后台开发工程师(深圳),1,2019-01-30,技术类
北京,position_detail.php?id=37734&keywords=&tid=0&lid=0,PCG19-iOS高级开发工程师（北京）,1,2019-01-30,技术类
深圳,position_detail.php?id=37800&keywords=&tid=0&lid=0,CSIG07-电脑管家后台开发工程师（深圳）,1,2019-01-30,技术类
广州,position_detail.php?id=37631&keywords=&tid=0&lid=0,WXG03-113 微信公众平台后台开发工程师（广州）,2,2019-01-30,技术类
北京,position_detail.php?id=37530&keywords=&tid=0&lid=0,24546-客厅新媒体运营经理（北京）,1,2019-01-30,产品/项目类
深圳,position_detail.php?id=38091&keywords=&tid=0&lid=0,19511-游戏学院高校合作项目经理（深圳）,1,2019-01-30,产品/项目类
深圳,position_detail.php?id=38105&keywords=&tid=0&lid=0,15571-高级Unity引擎开发工程师（深圳）,3,2019-01-30,技术类
深圳,position_detail.php?id=37911&keywords=&tid=0&lid=0,GY0-海外云行业分析师（深圳）,1,2019-01-30,市场类
深圳,position_detail.php?id=37962&keywords=&tid=0&lid=0,25928-游戏语音高级产品策划（深圳）,1,2019-01-30,产品/项目类
深圳,position_detail.php?id=37966&keywords=&tid=0&lid=0,25928-腾讯游戏云前端开发高级工程师（深圳）,1,2019-01-30,技术类
深圳,position_detail.php?id=37992&keywords=&tid=0&lid=0,15612-后台游戏开发工程师(深圳）,1,2019-01-30,技术类
上海,position_detail.php?id=38000&keywords=&tid=0&lid=0,19332-高级Web前端开发工程师（上海）,2,2019-01-30,技术类
深圳,position_detail.php?id=38016&keywords=&tid=0&lid=0,CSIG07-安全数据挖掘工程师（深圳）,1,2019-01-30,技术类
北京,position_detail.php?id=37895&keywords=&tid=0&lid=0,17757-产品信息安全管理（北京）,3,2019-01-30,内容编辑类
昆明,position_detail.php?id=38191&keywords=&tid=0&lid=0,26381-腾云技术总监（合资公司编制-昆明）,1,2019-01-30,技术类
昆明,position_detail.php?id=38192&keywords=&tid=0&lid=0,26381-腾云产品经理（合资公司编制-昆明）,8,2019-01-30,产品/项目类
昆明,position_detail.php?id=38194&keywords=&tid=0&lid=0,26381-腾云项目经理（合资公司编制-昆明）,5,2019-01-30,产品/项目类
昆明,position_detail.php?id=38196&keywords=&tid=0&lid=0,26381-腾云架构师（合资公司--昆明）,1,2019-01-30,技术类
深圳,position_detail.php?id=38142&keywords=&tid=0&lid=0,22989-腾讯云serverless后台开发工程师（深圳）,5,2019-01-30,技术类
北京,position_detail.php?id=37900&keywords=&tid=0&lid=0,17757-安全管理平台PHP开发工程师（北京）,1,2019-01-30,技术类
深圳,position_detail.php?id=38032&keywords=&tid=0&lid=0,25663-金融云互联网金融售前架构师（深圳/北京/上海）,1,2019-01-30,技术类
上海,position_detail.php?id=38034&keywords=&tid=0&lid=0,25663-金融云互联网金融售前架构师（深圳/北京/上海）,1,2019-01-30,技术类
广州,position_detail.php?id=38044&keywords=&tid=0&lid=0,WXG08-121 微信小程序商业算法工程师(广州/北京),2,2019-01-30,技术类
深圳,position_detail.php?id=38054&keywords=&tid=0&lid=0,26563-WeGame平台运营（深圳）,1,2019-01-30,产品/项目类
深圳,position_detail.php?id=38060&keywords=&tid=0&lid=0,PCG04-看点高级测试开发工程师（深圳）,2,2019-01-30,技术类
上海,position_detail.php?id=38422&keywords=&tid=0&lid=0,21229-海外产品版本管理（上海）,1,2019-01-30,产品/项目类
上海,position_detail.php?id=38423&keywords=&tid=0&lid=0,21229-沙盒/生存类产品运营策划（上海）,3,2019-01-30,产品/项目类
广州,position_detail.php?id=38311&keywords=&tid=0&lid=0,WXG01-122 微信数据挖掘工程师（广州）,1,2019-01-30,技术类
深圳,position_detail.php?id=38329&keywords=&tid=0&lid=0,15571-射击游戏关卡策划（深圳）,1,2019-01-30,产品/项目类
上海,position_detail.php?id=38341&keywords=&tid=0&lid=0,HGJ-Legal Counsel (Technology Transactions),1,2019-01-30,职能类
深圳,position_detail.php?id=38355&keywords=&tid=0&lid=0,25663-腾讯云海外产品经理（深圳）,1,2019-01-30,产品/项目类
深圳,position_detail.php?id=38392&keywords=&tid=0&lid=0,22989-腾讯云后台研发工程师（深圳）,1,2019-01-30,技术类
深圳,position_detail.php?id=38393&keywords=&tid=0&lid=0,CSIG02-腾讯云交付实施架构师（北京/上海/深圳）,2,2019-01-30,技术类
上海,position_detail.php?id=38277&keywords=&tid=0&lid=0,30625-腾讯广告大客户销售经理,1,2019-01-30,市场类
深圳,position_detail.php?id=38291&keywords=&tid=0&lid=0,25663-腾讯游戏云高级产品经理（深圳）,2,2019-01-30,产品/项目类
深圳,position_detail.php?id=38295&keywords=&tid=0&lid=0,TEG05-高级后台系统开发工程师（深圳）,3,2019-01-30,技术类
深圳,position_detail.php?id=38300&keywords=&tid=0&lid=0,21228-集换式卡牌游戏商业化策划（深圳）,1,2019-01-30,产品/项目类
广州,position_detail.php?id=38309&keywords=&tid=0&lid=0,WXG01-117 微信iOS客户端开发工程师（广州）,1,2019-01-30,技术类
昆明,position_detail.php?id=38200&keywords=&tid=0&lid=0,26381-腾云平台运营总监（合资公司编制-云南）,1,2019-01-30,产品/项目类
昆明,position_detail.php?id=38202&keywords=&tid=0&lid=0,26381-腾云安卓开发工程师（合资公司编制-云南）,6,2019-01-30,技术类
昆明,position_detail.php?id=38207&keywords=&tid=0&lid=0,26381-腾云市场营销策划经理（合资公司编制-昆明）,3,2019-01-30,市场类
昆明,position_detail.php?id=38210&keywords=&tid=0&lid=0,26381-腾云交互设计（合资公司编制-云南）,1,2019-01-30,设计类
北京,position_detail.php?id=38236&keywords=&tid=0&lid=0,CSIG16-自动驾驶基于视觉/Lidar的定位算法工程师（北京）,1,2019-01-30,技术类
广州,position_detail.php?id=38251&keywords=&tid=0&lid=0,28600-113 微信支付后台开发工程师（广州）,1,2019-01-30,技术类
深圳,position_detail.php?id=38182&keywords=&tid=0&lid=0,24491-王者荣耀全球版-数值策划,1,2019-01-30,产品/项目类
上海,position_detail.php?id=38424&keywords=&tid=0&lid=0,21229-沙盒/生存类产品商业化策划（上海）,1,2019-01-30,产品/项目类
深圳,position_detail.php?id=38435&keywords=&tid=0&lid=0,18402-移动游戏本地化,1,2019-01-30,产品/项目类
深圳,position_detail.php?id=38439&keywords=&tid=0&lid=0,24491-王者荣耀全球版-海外游戏数据分析经理（深圳）,1,2019-01-30,产品/项目类
深圳,position_detail.php?id=38457&keywords=&tid=0&lid=0,23295-互娱内容平台产品经理（深圳）,1,2019-01-30,产品/项目类
深圳,position_detail.php?id=38498&keywords=&tid=0&lid=0,29311-资深创意文案（深圳）,1,2019-01-30,市场类
成都,position_detail.php?id=38521&keywords=&tid=0&lid=0,30627-腾讯广告SMB区域业务省级负责人-品牌方向（西区）,1,2019-01-30,市场类
深圳,position_detail.php?id=38759&keywords=&tid=0&lid=0,TEG03-大数据服务测试工程师（深圳）,1,2019-01-30,技术类
深圳,position_detail.php?id=38781&keywords=&tid=0&lid=0,15851-游戏图形渲染开发工程师（深圳）,2,2019-01-30,技术类
深圳,position_detail.php?id=38628&keywords=&tid=0&lid=0,22989-腾讯云黑石交付架构师（深圳）,1,2019-01-30,技术类
北京,position_detail.php?id=38653&keywords=&tid=0&lid=0,22989-大数据平台研发工程师,1,2019-01-30,技术类
深圳,position_detail.php?id=38543&keywords=&tid=0&lid=0,28607-113 微信支付大数据应用开发高级工程师（深圳）,1,2019-01-30,技术类
广州,position_detail.php?id=38551&keywords=&tid=0&lid=0,WXG03-211 微信开放平台商业化产品运营经理（广州）,1,2019-01-30,产品/项目类
成都,position_detail.php?id=38553&keywords=&tid=0&lid=0,WXG10-117 企业微信iOS移动客户端开发工程师（成都）,2,2019-01-30,技术类
深圳,position_detail.php?id=38569&keywords=&tid=0&lid=0,26832-猎聘经理（深圳）,2,2019-01-30,职能类
广州,position_detail.php?id=38571&keywords=&tid=0&lid=0,WXG08-113 微信小程序商业化后台工程师（广州）,4,2019-01-30,技术类
广州,position_detail.php?id=38572&keywords=&tid=0&lid=0,WXG08-115 微信小程序商业化前端开发工程师（广州）,1,2019-01-30,技术类
深圳,position_detail.php?id=39025&keywords=&tid=0&lid=0,30620-腾讯社交广告自然语言处理工程师（微信广告 深圳）,2,2019-01-30,技术类
深圳,position_detail.php?id=38958&keywords=&tid=0&lid=0,22989-腾讯云SDN/NFV网络虚拟化研发工程师（深圳）（北京）,1,2019-01-30,技术类
深圳,position_detail.php?id=38960&keywords=&tid=0&lid=0,22989-腾讯云网络研发方案架构师（深圳）（北京）,1,2019-01-30,技术类
深圳,position_detail.php?id=39001&keywords=&tid=0&lid=0,30620-腾讯广告高级数据产品经理（微信广告 深圳）,2,2019-01-30,产品/项目类
上海,position_detail.php?id=39012&keywords=&tid=0&lid=0,15573-SLG手游资深策划（上海）,1,2019-01-30,产品/项目类
深圳,position_detail.php?id=39019&keywords=&tid=0&lid=0,19511-腾讯游戏战略分析经理（深圳）,1,2019-01-30,市场类
深圳,position_detail.php?id=38922&keywords=&tid=0&lid=0,22989-腾讯云计算机视觉算法研究员（深圳，北京）,1,2019-01-30,技术类
深圳,position_detail.php?id=38923&keywords=&tid=0&lid=0,22989-人工智能算法专家（NLP方向）（深圳/成都/上海/北京）,2,2019-01-30,技术类
深圳,position_detail.php?id=38928&keywords=&tid=0&lid=0,EC-高级品牌经理（深圳）,1,2019-01-30,职能类
深圳,position_detail.php?id=38953&keywords=&tid=0&lid=0,30620-腾讯社交广告公众号广告产品经理（微信广告 深圳）,1,2019-01-30,产品/项目类
上海,position_detail.php?id=38909&keywords=&tid=0&lid=0,15573-新侠风MMORPG资深数值策划（上海）,2,2019-01-30,产品/项目类
上海,position_detail.php?id=38910&keywords=&tid=0&lid=0,15573-新侠风MMORPG 3D场景美术设计师（上海）,1,2019-01-30,设计类
深圳,position_detail.php?id=38783&keywords=&tid=0&lid=0,15851-FPS游戏专项技术测试（深圳）,1,2019-01-30,技术类
深圳,position_detail.php?id=38786&keywords=&tid=0&lid=0,IEG-HRBP（深圳）,1,2019-01-30,职能类
深圳,position_detail.php?id=38816&keywords=&tid=0&lid=0,22989-腾讯云企业业务中心前端研发工程师（深圳）,2,2019-01-30,技术类
深圳,position_detail.php?id=38837&keywords=&tid=0&lid=0,30628-腾讯广告开放平台服务端Java开发工程师（深圳）,1,2019-01-30,技术类
深圳,position_detail.php?id=38848&keywords=&tid=0&lid=0,15611-航海王IP动作游戏3D角色设计师（深圳）,1,2019-01-30,设计类
深圳,position_detail.php?id=38869&keywords=&tid=0&lid=0,23872-平台商务高级经理,2,2019-01-30,市场类
深圳,position_detail.php?id=38731&keywords=&tid=0&lid=0,30620-腾讯广告排序算法研究员（微信广告 深圳）,1,2019-01-30,技术类
深圳,position_detail.php?id=38750&keywords=&tid=0&lid=0,25925-大数据开发工程师（深圳）,1,2019-01-30,技术类
深圳,position_detail.php?id=39274&keywords=&tid=0&lid=0,27092-广告算法工程师（深圳）,1,2019-01-30,技术类
深圳,position_detail.php?id=39278&keywords=&tid=0&lid=0,18402-国内刺激战场-本地化及商业化,1,2019-01-30,产品/项目类
深圳,position_detail.php?id=39348&keywords=&tid=0&lid=0,18428-区块链技术专家工程师（深圳）,2,2019-01-30,技术类
深圳,position_detail.php?id=39349&keywords=&tid=0&lid=0,18428-区块链应用（高级）开发工程师（深圳）,3,2019-01-30,技术类
